"","Country","Beverage Types","year","Alcohol..recorded.per.capita..15...consumption..in.litres.of.pure.alcohol."
"1249","Bangladesh"," Spirits",1991,0
"1250","Bangladesh"," Spirits",1990,0
"1251","Bangladesh"," Spirits",1989,0
"1252","Bangladesh"," Spirits",1988,0
"1253","Bangladesh"," Spirits",1987,0
"1254","Bangladesh"," Spirits",1986,0
"1255","Bangladesh"," Spirits",1985,0
"1256","Bangladesh"," Spirits",1984,0
"1257","Bangladesh"," Spirits",1983,0
"1258","Bangladesh"," Spirits",1982,0
"1259","Bangladesh"," Spirits",1981,0
"1260","Bangladesh"," Spirits",1980,0
"1261","Bangladesh"," Other alcoholic beverages",1999,0
"1262","Bangladesh"," Other alcoholic beverages",1998,0
"1263","Bangladesh"," Other alcoholic beverages",1997,0
"1264","Bangladesh"," Other alcoholic beverages",1996,0
"1265","Bangladesh"," Other alcoholic beverages",1995,0
"1266","Bangladesh"," Other alcoholic beverages",1994,0
"1267","Bangladesh"," Other alcoholic beverages",1993,0
"1268","Bangladesh"," Other alcoholic beverages",1992,0
"1269","Bangladesh"," Other alcoholic beverages",1991,0
"1270","Bangladesh"," Other alcoholic beverages",1990,0
"1271","Bangladesh"," Other alcoholic beverages",1989,0
"1272","Bangladesh"," Other alcoholic beverages",1988,0
"1273","Bangladesh"," Other alcoholic beverages",1987,0
"1274","Bangladesh"," Other alcoholic beverages",1986,0
"1275","Bangladesh"," Other alcoholic beverages",1985,0
"1276","Bangladesh"," Other alcoholic beverages",1984,0
"1277","Bangladesh"," Other alcoholic beverages",1983,0
"1278","Bangladesh"," Other alcoholic beverages",1982,0
"1279","Bangladesh"," Other alcoholic beverages",1981,0
"1280","Bangladesh"," Other alcoholic beverages",1980,0
"1281","Barbados"," All types",1999,6.64
"1282","Barbados"," All types",1998,5.49
"1283","Barbados"," All types",1997,5.88
"1284","Barbados"," All types",1996,5.85
"1285","Barbados"," All types",1995,5.76
"1286","Barbados"," All types",1994,7.39
"1287","Barbados"," All types",1993,7.51
"1288","Barbados"," All types",1992,7.09
"1289","Barbados"," All types",1991,7.54
"1290","Barbados"," All types",1990,7.36
"1291","Barbados"," All types",1989,NA
"1292","Barbados"," All types",1988,NA
"1293","Barbados"," All types",1987,NA
"1294","Barbados"," All types",1986,NA
"1295","Barbados"," All types",1985,NA
"1296","Barbados"," All types",1984,NA
"1297","Barbados"," All types",1983,NA
"1298","Barbados"," All types",1982,NA
"1299","Barbados"," All types",1981,NA
"1300","Barbados"," All types",1980,NA
"1301","Barbados"," Beer",1999,2.02
"1302","Barbados"," Beer",1998,1.96
"1303","Barbados"," Beer",1997,1.94
"1304","Barbados"," Beer",1996,1.83
"1305","Barbados"," Beer",1995,1.83
"1306","Barbados"," Beer",1994,2.76
"1307","Barbados"," Beer",1993,2.63
"1308","Barbados"," Beer",1992,2.23
"1309","Barbados"," Beer",1991,2.92
"1310","Barbados"," Beer",1990,3.06
"1311","Barbados"," Beer",1989,NA
"1312","Barbados"," Beer",1988,NA
"1313","Barbados"," Beer",1987,NA
"1314","Barbados"," Beer",1986,NA
"1315","Barbados"," Beer",1985,NA
"1316","Barbados"," Beer",1984,NA
"1317","Barbados"," Beer",1983,NA
"1318","Barbados"," Beer",1982,NA
"1319","Barbados"," Beer",1981,NA
"1320","Barbados"," Beer",1980,NA
"1321","Barbados"," Wine",1999,0.53
"1322","Barbados"," Wine",1998,0.25
"1323","Barbados"," Wine",1997,0.46
"1324","Barbados"," Wine",1996,0.4
"1325","Barbados"," Wine",1995,0.41
"1326","Barbados"," Wine",1994,0.43
"1327","Barbados"," Wine",1993,0.33
"1328","Barbados"," Wine",1992,0.34
"1329","Barbados"," Wine",1991,0.38
"1330","Barbados"," Wine",1990,0.36
"1331","Barbados"," Wine",1989,NA
"1332","Barbados"," Wine",1988,NA
"1333","Barbados"," Wine",1987,NA
"1334","Barbados"," Wine",1986,NA
"1335","Barbados"," Wine",1985,NA
"1336","Barbados"," Wine",1984,NA
"1337","Barbados"," Wine",1983,NA
"1338","Barbados"," Wine",1982,NA
"1339","Barbados"," Wine",1981,NA
"1340","Barbados"," Wine",1980,NA
"1341","Barbados"," Spirits",1999,4.03
"1342","Barbados"," Spirits",1998,3.25
"1343","Barbados"," Spirits",1997,3.43
"1344","Barbados"," Spirits",1996,3.56
"1345","Barbados"," Spirits",1995,3.43
"1346","Barbados"," Spirits",1994,4.14
"1347","Barbados"," Spirits",1993,4.49
"1348","Barbados"," Spirits",1992,4.47
"1349","Barbados"," Spirits",1991,4.23
"1350","Barbados"," Spirits",1990,3.93
"1351","Barbados"," Spirits",1989,NA
"1352","Barbados"," Spirits",1988,NA
"1353","Barbados"," Spirits",1987,NA
"1354","Barbados"," Spirits",1986,NA
"1355","Barbados"," Spirits",1985,NA
"1356","Barbados"," Spirits",1984,NA
"1357","Barbados"," Spirits",1983,NA
"1358","Barbados"," Spirits",1982,NA
"1359","Barbados"," Spirits",1981,NA
"1360","Barbados"," Spirits",1980,NA
"1361","Barbados"," Other alcoholic beverages",1999,0.06
"1362","Barbados"," Other alcoholic beverages",1998,0.03
"1363","Barbados"," Other alcoholic beverages",1997,0.05
"1364","Barbados"," Other alcoholic beverages",1996,0.06
"1365","Barbados"," Other alcoholic beverages",1995,0.09
"1366","Barbados"," Other alcoholic beverages",1994,0.06
"1367","Barbados"," Other alcoholic beverages",1993,0.06
"1368","Barbados"," Other alcoholic beverages",1992,0.05
"1369","Barbados"," Other alcoholic beverages",1991,0.01
"1370","Barbados"," Other alcoholic beverages",1990,0.01
"1371","Barbados"," Other alcoholic beverages",1989,NA
"1372","Barbados"," Other alcoholic beverages",1988,NA
"1373","Barbados"," Other alcoholic beverages",1987,NA
"1374","Barbados"," Other alcoholic beverages",1986,NA
"1375","Barbados"," Other alcoholic beverages",1985,NA
"1376","Barbados"," Other alcoholic beverages",1984,NA
"1377","Barbados"," Other alcoholic beverages",1983,NA
"1378","Barbados"," Other alcoholic beverages",1982,NA
"1379","Barbados"," Other alcoholic beverages",1981,NA
"1380","Barbados"," Other alcoholic beverages",1980,NA
"1381","Belarus"," All types",1999,12.72
"1382","Belarus"," All types",1998,11.72
"1383","Belarus"," All types",1997,11.02
"1384","Belarus"," All types",1996,10.45
"1385","Belarus"," All types",1995,9.35
"1386","Belarus"," All types",1994,9.86
"1387","Belarus"," All types",1993,10.23
"1388","Belarus"," All types",1992,8.7
"1389","Belarus"," All types",1991,8.87
"1390","Belarus"," All types",1990,7.85
"1391","Belarus"," All types",1989,7.98
"1392","Belarus"," All types",1988,4.55
"1393","Belarus"," All types",1987,5.71
"1394","Belarus"," All types",1986,7.57
"1395","Belarus"," All types",1985,11.41
"1396","Belarus"," All types",1984,12.7
"1397","Belarus"," All types",1983,12.43
"1398","Belarus"," All types",1982,12.67
"1399","Belarus"," All types",1981,13.2
"1400","Belarus"," All types",1980,13.23
"1401","Belarus"," Beer",1999,1.22
"1402","Belarus"," Beer",1998,1.19
"1403","Belarus"," Beer",1997,1.14
"1404","Belarus"," Beer",1996,0.98
"1405","Belarus"," Beer",1995,0.79
"1406","Belarus"," Beer",1994,0.88
"1407","Belarus"," Beer",1993,1.24
"1408","Belarus"," Beer",1992,1.58
"1409","Belarus"," Beer",1991,1.92
"1410","Belarus"," Beer",1990,1.87
"1411","Belarus"," Beer",1989,1.83
"1412","Belarus"," Beer",1988,1.65
"1413","Belarus"," Beer",1987,NA
"1414","Belarus"," Beer",1986,NA
"1415","Belarus"," Beer",1985,NA
"1416","Belarus"," Beer",1984,NA
"1417","Belarus"," Beer",1983,NA
"1418","Belarus"," Beer",1982,NA
"1419","Belarus"," Beer",1981,NA
"1420","Belarus"," Beer",1980,NA
"1421","Belarus"," Wine",1999,0.83
"1422","Belarus"," Wine",1998,0.72
"1423","Belarus"," Wine",1997,0.37
"1424","Belarus"," Wine",1996,0.28
"1425","Belarus"," Wine",1995,0.41
"1426","Belarus"," Wine",1994,0.66
"1427","Belarus"," Wine",1993,0.48
"1428","Belarus"," Wine",1992,0.24
"1429","Belarus"," Wine",1991,1.25
"1430","Belarus"," Wine",1990,1.28
"1431","Belarus"," Wine",1989,1.34
"1432","Belarus"," Wine",1988,0
"1433","Belarus"," Wine",1987,NA
"1434","Belarus"," Wine",1986,NA
"1435","Belarus"," Wine",1985,NA
"1436","Belarus"," Wine",1984,NA
"1437","Belarus"," Wine",1983,NA
"1438","Belarus"," Wine",1982,NA
"1439","Belarus"," Wine",1981,NA
"1440","Belarus"," Wine",1980,NA
"1441","Belarus"," Spirits",1999,7.85
"1442","Belarus"," Spirits",1998,7.57
"1443","Belarus"," Spirits",1997,7.97
"1444","Belarus"," Spirits",1996,8.16
"1445","Belarus"," Spirits",1995,7.43
"1446","Belarus"," Spirits",1994,7.55
"1447","Belarus"," Spirits",1993,7.87
"1448","Belarus"," Spirits",1992,6.54
"1449","Belarus"," Spirits",1991,5.69
"1450","Belarus"," Spirits",1990,4.7
"1451","Belarus"," Spirits",1989,4.81
"1452","Belarus"," Spirits",1988,2.9
"1453","Belarus"," Spirits",1987,NA
"1454","Belarus"," Spirits",1986,NA
"1455","Belarus"," Spirits",1985,NA
"1456","Belarus"," Spirits",1984,NA
"1457","Belarus"," Spirits",1983,NA
"1458","Belarus"," Spirits",1982,NA
"1459","Belarus"," Spirits",1981,NA
"1460","Belarus"," Spirits",1980,NA
"1461","Belarus"," Other alcoholic beverages",1999,2.83
"1462","Belarus"," Other alcoholic beverages",1998,2.25
"1463","Belarus"," Other alcoholic beverages",1997,1.54
"1464","Belarus"," Other alcoholic beverages",1996,1.03
"1465","Belarus"," Other alcoholic beverages",1995,0.71
"1466","Belarus"," Other alcoholic beverages",1994,0.77
"1467","Belarus"," Other alcoholic beverages",1993,0.64
"1468","Belarus"," Other alcoholic beverages",1992,0.35
"1469","Belarus"," Other alcoholic beverages",1991,0
"1470","Belarus"," Other alcoholic beverages",1990,0
"1471","Belarus"," Other alcoholic beverages",1989,0
"1472","Belarus"," Other alcoholic beverages",1988,0
"1473","Belarus"," Other alcoholic beverages",1987,NA
"1474","Belarus"," Other alcoholic beverages",1986,NA
"1475","Belarus"," Other alcoholic beverages",1985,NA
"1476","Belarus"," Other alcoholic beverages",1984,NA
"1477","Belarus"," Other alcoholic beverages",1983,NA
"1478","Belarus"," Other alcoholic beverages",1982,NA
"1479","Belarus"," Other alcoholic beverages",1981,NA
"1480","Belarus"," Other alcoholic beverages",1980,NA
"1481","Belgium"," All types",1999,10.1
"1482","Belgium"," All types",1998,9.92
"1483","Belgium"," All types",1997,10.92
"1484","Belgium"," All types",1996,10.94
"1485","Belgium"," All types",1995,11.04
"1486","Belgium"," All types",1994,11.12
"1487","Belgium"," All types",1993,11.66
"1488","Belgium"," All types",1992,11.65
"1489","Belgium"," All types",1991,11.44
"1490","Belgium"," All types",1990,12.18
"1491","Belgium"," All types",1989,11.61
"1492","Belgium"," All types",1988,12.52
"1493","Belgium"," All types",1987,13.16
"1494","Belgium"," All types",1986,12.72
"1495","Belgium"," All types",1985,13.14
"1496","Belgium"," All types",1984,13.26
"1497","Belgium"," All types",1983,13.55
"1498","Belgium"," All types",1982,13.72
"1499","Belgium"," All types",1981,13.25
"1500","Belgium"," All types",1980,13.99
"1501","Belgium"," Beer",1999,6.06
"1502","Belgium"," Beer",1998,5.96
"1503","Belgium"," Beer",1997,6.11
"1504","Belgium"," Beer",1996,6.2
"1505","Belgium"," Beer",1995,6.34
"1506","Belgium"," Beer",1994,6.47
"1507","Belgium"," Beer",1993,6.68
"1508","Belgium"," Beer",1992,6.85
"1509","Belgium"," Beer",1991,6.8
"1510","Belgium"," Beer",1990,7.37
"1511","Belgium"," Beer",1989,7.01
"1512","Belgium"," Beer",1988,7.25
"1513","Belgium"," Beer",1987,7.42
"1514","Belgium"," Beer",1986,7.36
"1515","Belgium"," Beer",1985,7.45
"1516","Belgium"," Beer",1984,7.79
"1517","Belgium"," Beer",1983,7.92
"1518","Belgium"," Beer",1982,8.23
"1519","Belgium"," Beer",1981,7.73
"1520","Belgium"," Beer",1980,8.2
"1521","Belgium"," Wine",1999,2.67
"1522","Belgium"," Wine",1998,2.59
"1523","Belgium"," Wine",1997,3.34
"1524","Belgium"," Wine",1996,3.35
"1525","Belgium"," Wine",1995,3.35
"1526","Belgium"," Wine",1994,3.22
"1527","Belgium"," Wine",1993,3.44
"1528","Belgium"," Wine",1992,3.33
"1529","Belgium"," Wine",1991,3.21
"1530","Belgium"," Wine",1990,3.34
"1531","Belgium"," Wine",1989,3.09
"1532","Belgium"," Wine",1988,3.41
"1533","Belgium"," Wine",1987,3.1
"1534","Belgium"," Wine",1986,2.93
"1535","Belgium"," Wine",1985,3.08
"1536","Belgium"," Wine",1984,3.11
"1537","Belgium"," Wine",1983,2.95
"1538","Belgium"," Wine",1982,2.96
"1539","Belgium"," Wine",1981,2.87
"1540","Belgium"," Wine",1980,2.83
"1541","Belgium"," Spirits",1999,1.37
"1542","Belgium"," Spirits",1998,1.37
"1543","Belgium"," Spirits",1997,1.47
"1544","Belgium"," Spirits",1996,1.39
"1545","Belgium"," Spirits",1995,1.35
"1546","Belgium"," Spirits",1994,1.43
"1547","Belgium"," Spirits",1993,1.54
"1548","Belgium"," Spirits",1992,1.47
"1549","Belgium"," Spirits",1991,1.43
"1550","Belgium"," Spirits",1990,1.47
"1551","Belgium"," Spirits",1989,1.51
"1552","Belgium"," Spirits",1988,1.86
"1553","Belgium"," Spirits",1987,2.64
"1554","Belgium"," Spirits",1986,2.43
"1555","Belgium"," Spirits",1985,2.61
"1556","Belgium"," Spirits",1984,2.36
"1557","Belgium"," Spirits",1983,2.68
"1558","Belgium"," Spirits",1982,2.53
"1559","Belgium"," Spirits",1981,2.65
"1560","Belgium"," Spirits",1980,2.96
"1561","Belgium"," Other alcoholic beverages",1999,0
"1562","Belgium"," Other alcoholic beverages",1998,0
"1563","Belgium"," Other alcoholic beverages",1997,0
"1564","Belgium"," Other alcoholic beverages",1996,0
"1565","Belgium"," Other alcoholic beverages",1995,0
"1566","Belgium"," Other alcoholic beverages",1994,0
"1567","Belgium"," Other alcoholic beverages",1993,0
"1568","Belgium"," Other alcoholic beverages",1992,0
"1569","Belgium"," Other alcoholic beverages",1991,0
"1570","Belgium"," Other alcoholic beverages",1990,0
"1571","Belgium"," Other alcoholic beverages",1989,0
"1572","Belgium"," Other alcoholic beverages",1988,0
"1573","Belgium"," Other alcoholic beverages",1987,0
"1574","Belgium"," Other alcoholic beverages",1986,0
"1575","Belgium"," Other alcoholic beverages",1985,0
"1576","Belgium"," Other alcoholic beverages",1984,0
"1577","Belgium"," Other alcoholic beverages",1983,0
"1578","Belgium"," Other alcoholic beverages",1982,0
"1579","Belgium"," Other alcoholic beverages",1981,0
"1580","Belgium"," Other alcoholic beverages",1980,0
"1581","Belize"," All types",1999,5.2
"1582","Belize"," All types",1998,5.23
"1583","Belize"," All types",1997,5.16
"1584","Belize"," All types",1996,5.23
"1585","Belize"," All types",1995,5.94
"1586","Belize"," All types",1994,5.55
"1587","Belize"," All types",1993,6.35
"1588","Belize"," All types",1992,5.69
"1589","Belize"," All types",1991,4.91
"1590","Belize"," All types",1990,5.21
"1591","Belize"," All types",1989,NA
"1592","Belize"," All types",1988,4.35
"1593","Belize"," All types",1987,4.65
"1594","Belize"," All types",1986,5.73
"1595","Belize"," All types",1985,6.17
"1596","Belize"," All types",1984,6.2
"1597","Belize"," All types",1983,7.05
"1598","Belize"," All types",1982,7.75
"1599","Belize"," All types",1981,7.99
"1600","Belize"," All types",1980,7.26
"1601","Belize"," Beer",1999,2.19
"1602","Belize"," Beer",1998,2.2
"1603","Belize"," Beer",1997,2.16
"1604","Belize"," Beer",1996,2.12
"1605","Belize"," Beer",1995,2.71
"1606","Belize"," Beer",1994,2.72
"1607","Belize"," Beer",1993,3.59
"1608","Belize"," Beer",1992,2.02
"1609","Belize"," Beer",1991,1.71
"1610","Belize"," Beer",1990,1.68
"1611","Belize"," Beer",1989,NA
"1612","Belize"," Beer",1988,1.54
"1613","Belize"," Beer",1987,1.41
"1614","Belize"," Beer",1986,1.35
"1615","Belize"," Beer",1985,1.5
"1616","Belize"," Beer",1984,1.65
"1617","Belize"," Beer",1983,2.24
"1618","Belize"," Beer",1982,2.22
"1619","Belize"," Beer",1981,2.6
"1620","Belize"," Beer",1980,2.05
"1621","Belize"," Wine",1999,0.06
"1622","Belize"," Wine",1998,0.07
"1623","Belize"," Wine",1997,0.07
"1624","Belize"," Wine",1996,0.1
"1625","Belize"," Wine",1995,0.08
"1626","Belize"," Wine",1994,0.11
"1627","Belize"," Wine",1993,0.12
"1628","Belize"," Wine",1992,0.11
"1629","Belize"," Wine",1991,0.08
"1630","Belize"," Wine",1990,0.12
"1631","Belize"," Wine",1989,NA
"1632","Belize"," Wine",1988,0.18
"1633","Belize"," Wine",1987,0.18
"1634","Belize"," Wine",1986,0.21
"1635","Belize"," Wine",1985,0.17
"1636","Belize"," Wine",1984,0.15
"1637","Belize"," Wine",1983,0.14
"1638","Belize"," Wine",1982,0.16
"1639","Belize"," Wine",1981,0.16
"1640","Belize"," Wine",1980,0.14
"1641","Belize"," Spirits",1999,2.93
"1642","Belize"," Spirits",1998,2.94
"1643","Belize"," Spirits",1997,2.91
"1644","Belize"," Spirits",1996,2.98
"1645","Belize"," Spirits",1995,3.1
"1646","Belize"," Spirits",1994,2.63
"1647","Belize"," Spirits",1993,2.56
"1648","Belize"," Spirits",1992,3.48
"1649","Belize"," Spirits",1991,3.08
"1650","Belize"," Spirits",1990,3.37
"1651","Belize"," Spirits",1989,NA
"1652","Belize"," Spirits",1988,2.61
"1653","Belize"," Spirits",1987,3.04
"1654","Belize"," Spirits",1986,4.16
"1655","Belize"," Spirits",1985,4.49
"1656","Belize"," Spirits",1984,4.38
"1657","Belize"," Spirits",1983,4.65
"1658","Belize"," Spirits",1982,5.34
"1659","Belize"," Spirits",1981,5.2
"1660","Belize"," Spirits",1980,5.06
"1661","Belize"," Other alcoholic beverages",1999,0.02
"1662","Belize"," Other alcoholic beverages",1998,0.02
"1663","Belize"," Other alcoholic beverages",1997,0.02
"1664","Belize"," Other alcoholic beverages",1996,0.03
"1665","Belize"," Other alcoholic beverages",1995,0.06
"1666","Belize"," Other alcoholic beverages",1994,0.08
"1667","Belize"," Other alcoholic beverages",1993,0.09
"1668","Belize"," Other alcoholic beverages",1992,0.08
"1669","Belize"," Other alcoholic beverages",1991,0.03
"1670","Belize"," Other alcoholic beverages",1990,0.04
"1671","Belize"," Other alcoholic beverages",1989,NA
"1672","Belize"," Other alcoholic beverages",1988,0.02
"1673","Belize"," Other alcoholic beverages",1987,0.02
"1674","Belize"," Other alcoholic beverages",1986,0.01
"1675","Belize"," Other alcoholic beverages",1985,0.01
"1676","Belize"," Other alcoholic beverages",1984,0.02
"1677","Belize"," Other alcoholic beverages",1983,0.02
"1678","Belize"," Other alcoholic beverages",1982,0.03
"1679","Belize"," Other alcoholic beverages",1981,0.03
"1680","Belize"," Other alcoholic beverages",1980,0.01
"1681","Benin"," All types",1999,1.17
"1682","Benin"," All types",1998,1.26
"1683","Benin"," All types",1997,1.17
"1684","Benin"," All types",1996,1.28
"1685","Benin"," All types",1995,0.83
"1686","Benin"," All types",1994,0.7
"1687","Benin"," All types",1993,0.96
"1688","Benin"," All types",1992,0.83
"1689","Benin"," All types",1991,0.77
"1690","Benin"," All types",1990,0.94
"1691","Benin"," All types",1989,1.38
"1692","Benin"," All types",1988,1.35
"1693","Benin"," All types",1987,1.53
"1694","Benin"," All types",1986,1.25
"1695","Benin"," All types",1985,1.23
"1696","Benin"," All types",1984,1.42
"1697","Benin"," All types",1983,1.64
"1698","Benin"," All types",1982,2.49
"1699","Benin"," All types",1981,2.34
"1700","Benin"," All types",1980,1.86
"1701","Benin"," Beer",1999,0.37
"1702","Benin"," Beer",1998,0.54
"1703","Benin"," Beer",1997,0.58
"1704","Benin"," Beer",1996,0.65
"1705","Benin"," Beer",1995,0.46
"1706","Benin"," Beer",1994,0.46
"1707","Benin"," Beer",1993,0.52
"1708","Benin"," Beer",1992,0.46
"1709","Benin"," Beer",1991,0.44
"1710","Benin"," Beer",1990,0.61
"1711","Benin"," Beer",1989,0.99
"1712","Benin"," Beer",1988,0.8
"1713","Benin"," Beer",1987,0.89
"1714","Benin"," Beer",1986,0.81
"1715","Benin"," Beer",1985,0.83
"1716","Benin"," Beer",1984,0.85
"1717","Benin"," Beer",1983,0.8
"1718","Benin"," Beer",1982,0.87
"1719","Benin"," Beer",1981,0.98
"1720","Benin"," Beer",1980,0.79
"1721","Benin"," Wine",1999,0.12
"1722","Benin"," Wine",1998,0.12
"1723","Benin"," Wine",1997,0.1
"1724","Benin"," Wine",1996,0.09
"1725","Benin"," Wine",1995,0.06
"1726","Benin"," Wine",1994,0.04
"1727","Benin"," Wine",1993,0.11
"1728","Benin"," Wine",1992,0.08
"1729","Benin"," Wine",1991,0.05
"1730","Benin"," Wine",1990,0.07
"1731","Benin"," Wine",1989,0.09
"1732","Benin"," Wine",1988,0.1
"1733","Benin"," Wine",1987,0.11
"1734","Benin"," Wine",1986,0.12
"1735","Benin"," Wine",1985,0.07
"1736","Benin"," Wine",1984,0.08
"1737","Benin"," Wine",1983,0.09
"1738","Benin"," Wine",1982,0.15
"1739","Benin"," Wine",1981,0.18
"1740","Benin"," Wine",1980,0.11
"1741","Benin"," Spirits",1999,0.68
"1742","Benin"," Spirits",1998,0.6
"1743","Benin"," Spirits",1997,0.49
"1744","Benin"," Spirits",1996,0.54
"1745","Benin"," Spirits",1995,0.31
"1746","Benin"," Spirits",1994,0.2
"1747","Benin"," Spirits",1993,0.34
"1748","Benin"," Spirits",1992,0.29
"1749","Benin"," Spirits",1991,0.28
"1750","Benin"," Spirits",1990,0.26
"1751","Benin"," Spirits",1989,0.3
"1752","Benin"," Spirits",1988,0.45
"1753","Benin"," Spirits",1987,0.54
"1754","Benin"," Spirits",1986,0.33
"1755","Benin"," Spirits",1985,0.34
"1756","Benin"," Spirits",1984,0.5
"1757","Benin"," Spirits",1983,0.76
"1758","Benin"," Spirits",1982,1.47
"1759","Benin"," Spirits",1981,1.18
"1760","Benin"," Spirits",1980,0.96
"1761","Benin"," Other alcoholic beverages",1999,0
"1762","Benin"," Other alcoholic beverages",1998,0.01
"1763","Benin"," Other alcoholic beverages",1997,0
"1764","Benin"," Other alcoholic beverages",1996,0
"1765","Benin"," Other alcoholic beverages",1995,0
"1766","Benin"," Other alcoholic beverages",1994,0
"1767","Benin"," Other alcoholic beverages",1993,0
"1768","Benin"," Other alcoholic beverages",1992,0
"1769","Benin"," Other alcoholic beverages",1991,0
"1770","Benin"," Other alcoholic beverages",1990,0
"1771","Benin"," Other alcoholic beverages",1989,0
"1772","Benin"," Other alcoholic beverages",1988,0
"1773","Benin"," Other alcoholic beverages",1987,0
"1774","Benin"," Other alcoholic beverages",1986,0
"1775","Benin"," Other alcoholic beverages",1985,0
"1776","Benin"," Other alcoholic beverages",1984,0
"1777","Benin"," Other alcoholic beverages",1983,0
"1778","Benin"," Other alcoholic beverages",1982,0
"1779","Benin"," Other alcoholic beverages",1981,0
"1780","Benin"," Other alcoholic beverages",1980,0
"1781","Bhutan"," All types",1999,3.25
"1782","Bhutan"," All types",1998,1.79
"1783","Bhutan"," All types",1997,1.92
"1784","Bhutan"," All types",1996,3.16
"1785","Bhutan"," All types",1995,1.82
"1786","Bhutan"," All types",1994,1.81
"1787","Bhutan"," All types",1993,3
"1788","Bhutan"," All types",1992,2.09
"1789","Bhutan"," All types",1991,1.82
"1790","Bhutan"," All types",1990,1.74
"1791","Bhutan"," All types",1989,0.31
"1792","Bhutan"," All types",1988,0.32
"1793","Bhutan"," All types",1987,0.46
"1794","Bhutan"," All types",1986,0.46
"1795","Bhutan"," All types",1985,0.5
"1796","Bhutan"," All types",1984,0.51
"1797","Bhutan"," All types",1983,0.51
"1798","Bhutan"," All types",1982,0.55
"1799","Bhutan"," All types",1981,0.52
"1800","Bhutan"," All types",1980,0.5
"1801","Bhutan"," Beer",1999,3.25
"1802","Bhutan"," Beer",1998,1.79
"1803","Bhutan"," Beer",1997,1.92
"1804","Bhutan"," Beer",1996,3.16
"1805","Bhutan"," Beer",1995,1.82
"1806","Bhutan"," Beer",1994,1.81
"1807","Bhutan"," Beer",1993,3
"1808","Bhutan"," Beer",1992,2.09
"1809","Bhutan"," Beer",1991,1.82
"1810","Bhutan"," Beer",1990,1.74
"1811","Bhutan"," Beer",1989,0.31
"1812","Bhutan"," Beer",1988,0.32
"1813","Bhutan"," Beer",1987,0.46
"1814","Bhutan"," Beer",1986,0.46
"1815","Bhutan"," Beer",1985,0.5
"1816","Bhutan"," Beer",1984,0.51
"1817","Bhutan"," Beer",1983,0.51
"1818","Bhutan"," Beer",1982,0.55
"1819","Bhutan"," Beer",1981,0.52
"1820","Bhutan"," Beer",1980,0.5
"1821","Bhutan"," Wine",1999,0
"1822","Bhutan"," Wine",1998,0
"1823","Bhutan"," Wine",1997,0
"1824","Bhutan"," Wine",1996,0
"1825","Bhutan"," Wine",1995,0
"1826","Bhutan"," Wine",1994,0
"1827","Bhutan"," Wine",1993,0
"1828","Bhutan"," Wine",1992,0
"1829","Bhutan"," Wine",1991,0
"1830","Bhutan"," Wine",1990,0
"1831","Bhutan"," Wine",1989,0
"1832","Bhutan"," Wine",1988,0
"1833","Bhutan"," Wine",1987,0
"1834","Bhutan"," Wine",1986,0
"1835","Bhutan"," Wine",1985,0
"1836","Bhutan"," Wine",1984,0
"1837","Bhutan"," Wine",1983,0
"1838","Bhutan"," Wine",1982,0
"1839","Bhutan"," Wine",1981,0
"1840","Bhutan"," Wine",1980,0
"1841","Bhutan"," Spirits",1999,0
"1842","Bhutan"," Spirits",1998,0
"1843","Bhutan"," Spirits",1997,0
"1844","Bhutan"," Spirits",1996,0
"1845","Bhutan"," Spirits",1995,0
"1846","Bhutan"," Spirits",1994,0
"1847","Bhutan"," Spirits",1993,0
"1848","Bhutan"," Spirits",1992,0
"1849","Bhutan"," Spirits",1991,0
"1850","Bhutan"," Spirits",1990,0
"1851","Bhutan"," Spirits",1989,0
"1852","Bhutan"," Spirits",1988,0
"1853","Bhutan"," Spirits",1987,0
"1854","Bhutan"," Spirits",1986,0
"1855","Bhutan"," Spirits",1985,0
"1856","Bhutan"," Spirits",1984,0
"1857","Bhutan"," Spirits",1983,0
"1858","Bhutan"," Spirits",1982,0
"1859","Bhutan"," Spirits",1981,0
"1860","Bhutan"," Spirits",1980,0
"1861","Bhutan"," Other alcoholic beverages",1999,0
"1862","Bhutan"," Other alcoholic beverages",1998,0
"1863","Bhutan"," Other alcoholic beverages",1997,0
"1864","Bhutan"," Other alcoholic beverages",1996,0
"1865","Bhutan"," Other alcoholic beverages",1995,0
"1866","Bhutan"," Other alcoholic beverages",1994,0
"1867","Bhutan"," Other alcoholic beverages",1993,0
"1868","Bhutan"," Other alcoholic beverages",1992,0
"1869","Bhutan"," Other alcoholic beverages",1991,0
"1870","Bhutan"," Other alcoholic beverages",1990,0
"1871","Bhutan"," Other alcoholic beverages",1989,NA
"1872","Bhutan"," Other alcoholic beverages",1988,NA
"1873","Bhutan"," Other alcoholic beverages",1987,NA
"1874","Bhutan"," Other alcoholic beverages",1986,NA
"1875","Bhutan"," Other alcoholic beverages",1985,NA
"1876","Bhutan"," Other alcoholic beverages",1984,NA
"1877","Bhutan"," Other alcoholic beverages",1983,NA
"1878","Bhutan"," Other alcoholic beverages",1982,NA
"1879","Bhutan"," Other alcoholic beverages",1981,NA
"1880","Bhutan"," Other alcoholic beverages",1980,NA
"1881","Bolivia (Plurinational State of)"," All types",1999,3.67
"1882","Bolivia (Plurinational State of)"," All types",1998,3.17
