"","Country","Beverage Types","year","Alcohol..recorded.per.capita..15...consumption..in.litres.of.pure.alcohol."
"269","Algeria"," Spirits",1991,0.01
"270","Algeria"," Spirits",1990,0.01
"271","Algeria"," Spirits",1989,0.01
"272","Algeria"," Spirits",1988,0.01
"273","Algeria"," Spirits",1987,0.01
"274","Algeria"," Spirits",1986,0.01
"275","Algeria"," Spirits",1985,0.01
"276","Algeria"," Spirits",1984,0.01
"277","Algeria"," Spirits",1983,0.01
"278","Algeria"," Spirits",1982,0.02
"279","Algeria"," Spirits",1981,0.02
"280","Algeria"," Spirits",1980,0.02
"281","Algeria"," Other alcoholic beverages",1999,0
"282","Algeria"," Other alcoholic beverages",1998,0
"283","Algeria"," Other alcoholic beverages",1997,0
"284","Algeria"," Other alcoholic beverages",1996,0
"285","Algeria"," Other alcoholic beverages",1995,0
"286","Algeria"," Other alcoholic beverages",1994,0
"287","Algeria"," Other alcoholic beverages",1993,0
"288","Algeria"," Other alcoholic beverages",1992,0
"289","Algeria"," Other alcoholic beverages",1991,0
"290","Algeria"," Other alcoholic beverages",1990,0
"291","Algeria"," Other alcoholic beverages",1989,0
"292","Algeria"," Other alcoholic beverages",1988,0
"293","Algeria"," Other alcoholic beverages",1987,0
"294","Algeria"," Other alcoholic beverages",1986,0
"295","Algeria"," Other alcoholic beverages",1985,0
"296","Algeria"," Other alcoholic beverages",1984,0
"297","Algeria"," Other alcoholic beverages",1983,0
"298","Algeria"," Other alcoholic beverages",1982,0
"299","Algeria"," Other alcoholic beverages",1981,0
"300","Algeria"," Other alcoholic beverages",1980,0
"301","Angola"," All types",1999,1.97
"302","Angola"," All types",1998,2.51
"303","Angola"," All types",1997,2.59
"304","Angola"," All types",1996,2.07
"305","Angola"," All types",1995,1.95
"306","Angola"," All types",1994,2
"307","Angola"," All types",1993,1.79
"308","Angola"," All types",1992,2.67
"309","Angola"," All types",1991,2.14
"310","Angola"," All types",1990,2.12
"311","Angola"," All types",1989,2.29
"312","Angola"," All types",1988,1.89
"313","Angola"," All types",1987,1.63
"314","Angola"," All types",1986,1.69
"315","Angola"," All types",1985,2.06
"316","Angola"," All types",1984,1.94
"317","Angola"," All types",1983,1.75
"318","Angola"," All types",1982,1.96
"319","Angola"," All types",1981,2.46
"320","Angola"," All types",1980,1.73
"321","Angola"," Beer",1999,0.77
"322","Angola"," Beer",1998,0.81
"323","Angola"," Beer",1997,0.96
"324","Angola"," Beer",1996,0.77
"325","Angola"," Beer",1995,0.64
"326","Angola"," Beer",1994,0.61
"327","Angola"," Beer",1993,0.55
"328","Angola"," Beer",1992,0.58
"329","Angola"," Beer",1991,0.44
"330","Angola"," Beer",1990,0.64
"331","Angola"," Beer",1989,0.87
"332","Angola"," Beer",1988,0.73
"333","Angola"," Beer",1987,0.91
"334","Angola"," Beer",1986,0.9
"335","Angola"," Beer",1985,0.84
"336","Angola"," Beer",1984,1.02
"337","Angola"," Beer",1983,0.85
"338","Angola"," Beer",1982,1.21
"339","Angola"," Beer",1981,1.48
"340","Angola"," Beer",1980,1.19
"341","Angola"," Wine",1999,0.39
"342","Angola"," Wine",1998,0.91
"343","Angola"," Wine",1997,0.81
"344","Angola"," Wine",1996,0.49
"345","Angola"," Wine",1995,0.56
"346","Angola"," Wine",1994,0.73
"347","Angola"," Wine",1993,0.69
"348","Angola"," Wine",1992,1.22
"349","Angola"," Wine",1991,0.78
"350","Angola"," Wine",1990,0.65
"351","Angola"," Wine",1989,0.82
"352","Angola"," Wine",1988,0.58
"353","Angola"," Wine",1987,0.24
"354","Angola"," Wine",1986,0.32
"355","Angola"," Wine",1985,0.83
"356","Angola"," Wine",1984,0.57
"357","Angola"," Wine",1983,0.52
"358","Angola"," Wine",1982,0.37
"359","Angola"," Wine",1981,0.49
"360","Angola"," Wine",1980,0.33
"361","Angola"," Spirits",1999,0.42
"362","Angola"," Spirits",1998,0.42
"363","Angola"," Spirits",1997,0.44
"364","Angola"," Spirits",1996,0.49
"365","Angola"," Spirits",1995,0.48
"366","Angola"," Spirits",1994,0.38
"367","Angola"," Spirits",1993,0.32
"368","Angola"," Spirits",1992,0.55
"369","Angola"," Spirits",1991,0.6
"370","Angola"," Spirits",1990,0.54
"371","Angola"," Spirits",1989,0.59
"372","Angola"," Spirits",1988,0.58
"373","Angola"," Spirits",1987,0.48
"374","Angola"," Spirits",1986,0.48
"375","Angola"," Spirits",1985,0.39
"376","Angola"," Spirits",1984,0.35
"377","Angola"," Spirits",1983,0.37
"378","Angola"," Spirits",1982,0.38
"379","Angola"," Spirits",1981,0.49
"380","Angola"," Spirits",1980,0.21
"381","Angola"," Other alcoholic beverages",1999,0.39
"382","Angola"," Other alcoholic beverages",1998,0.37
"383","Angola"," Other alcoholic beverages",1997,0.38
"384","Angola"," Other alcoholic beverages",1996,0.32
"385","Angola"," Other alcoholic beverages",1995,0.27
"386","Angola"," Other alcoholic beverages",1994,0.28
"387","Angola"," Other alcoholic beverages",1993,0.23
"388","Angola"," Other alcoholic beverages",1992,0.32
"389","Angola"," Other alcoholic beverages",1991,0.32
"390","Angola"," Other alcoholic beverages",1990,0.29
"391","Angola"," Other alcoholic beverages",1989,0
"392","Angola"," Other alcoholic beverages",1988,0
"393","Angola"," Other alcoholic beverages",1987,0
"394","Angola"," Other alcoholic beverages",1986,0
"395","Angola"," Other alcoholic beverages",1985,0
"396","Angola"," Other alcoholic beverages",1984,0
"397","Angola"," Other alcoholic beverages",1983,0
"398","Angola"," Other alcoholic beverages",1982,0
"399","Angola"," Other alcoholic beverages",1981,0
"400","Angola"," Other alcoholic beverages",1980,0
"401","Antigua and Barbuda"," All types",1999,5.65
"402","Antigua and Barbuda"," All types",1998,5.35
"403","Antigua and Barbuda"," All types",1997,5.45
"404","Antigua and Barbuda"," All types",1996,5.44
"405","Antigua and Barbuda"," All types",1995,5.08
"406","Antigua and Barbuda"," All types",1994,4.77
"407","Antigua and Barbuda"," All types",1993,4.3
"408","Antigua and Barbuda"," All types",1992,4.5
"409","Antigua and Barbuda"," All types",1991,4.42
"410","Antigua and Barbuda"," All types",1990,5.14
"411","Antigua and Barbuda"," All types",1989,4.69
"412","Antigua and Barbuda"," All types",1988,3.87
"413","Antigua and Barbuda"," All types",1987,3.68
"414","Antigua and Barbuda"," All types",1986,3.55
"415","Antigua and Barbuda"," All types",1985,3.57
"416","Antigua and Barbuda"," All types",1984,5.41
"417","Antigua and Barbuda"," All types",1983,4.33
"418","Antigua and Barbuda"," All types",1982,3.17
"419","Antigua and Barbuda"," All types",1981,3.72
"420","Antigua and Barbuda"," All types",1980,1.67
"421","Antigua and Barbuda"," Beer",1999,0.69
"422","Antigua and Barbuda"," Beer",1998,0.64
"423","Antigua and Barbuda"," Beer",1997,0.79
"424","Antigua and Barbuda"," Beer",1996,0.94
"425","Antigua and Barbuda"," Beer",1995,0.97
"426","Antigua and Barbuda"," Beer",1994,0.94
"427","Antigua and Barbuda"," Beer",1993,1.94
"428","Antigua and Barbuda"," Beer",1992,1.99
"429","Antigua and Barbuda"," Beer",1991,1.92
"430","Antigua and Barbuda"," Beer",1990,2.04
"431","Antigua and Barbuda"," Beer",1989,1.83
"432","Antigua and Barbuda"," Beer",1988,1.37
"433","Antigua and Barbuda"," Beer",1987,1.79
"434","Antigua and Barbuda"," Beer",1986,1.69
"435","Antigua and Barbuda"," Beer",1985,1.69
"436","Antigua and Barbuda"," Beer",1984,1.71
"437","Antigua and Barbuda"," Beer",1983,1.31
"438","Antigua and Barbuda"," Beer",1982,1.14
"439","Antigua and Barbuda"," Beer",1981,1.12
"440","Antigua and Barbuda"," Beer",1980,0.92
"441","Antigua and Barbuda"," Wine",1999,0.78
"442","Antigua and Barbuda"," Wine",1998,0.64
"443","Antigua and Barbuda"," Wine",1997,0.68
"444","Antigua and Barbuda"," Wine",1996,0.52
"445","Antigua and Barbuda"," Wine",1995,0.51
"446","Antigua and Barbuda"," Wine",1994,0.93
"447","Antigua and Barbuda"," Wine",1993,1.09
"448","Antigua and Barbuda"," Wine",1992,1.12
"449","Antigua and Barbuda"," Wine",1991,1.08
"450","Antigua and Barbuda"," Wine",1990,1
"451","Antigua and Barbuda"," Wine",1989,1.3
"452","Antigua and Barbuda"," Wine",1988,0.78
"453","Antigua and Barbuda"," Wine",1987,0.34
"454","Antigua and Barbuda"," Wine",1986,0.31
"455","Antigua and Barbuda"," Wine",1985,0.26
"456","Antigua and Barbuda"," Wine",1984,0.65
"457","Antigua and Barbuda"," Wine",1983,0.26
"458","Antigua and Barbuda"," Wine",1982,0.13
"459","Antigua and Barbuda"," Wine",1981,0.85
"460","Antigua and Barbuda"," Wine",1980,0.58
"461","Antigua and Barbuda"," Spirits",1999,4.18
"462","Antigua and Barbuda"," Spirits",1998,4.07
"463","Antigua and Barbuda"," Spirits",1997,3.98
"464","Antigua and Barbuda"," Spirits",1996,3.98
"465","Antigua and Barbuda"," Spirits",1995,3.6
"466","Antigua and Barbuda"," Spirits",1994,2.9
"467","Antigua and Barbuda"," Spirits",1993,1.27
"468","Antigua and Barbuda"," Spirits",1992,1.39
"469","Antigua and Barbuda"," Spirits",1991,1.42
"470","Antigua and Barbuda"," Spirits",1990,2.1
"471","Antigua and Barbuda"," Spirits",1989,1.56
"472","Antigua and Barbuda"," Spirits",1988,1.73
"473","Antigua and Barbuda"," Spirits",1987,1.55
"474","Antigua and Barbuda"," Spirits",1986,1.55
"475","Antigua and Barbuda"," Spirits",1985,1.63
"476","Antigua and Barbuda"," Spirits",1984,3.05
"477","Antigua and Barbuda"," Spirits",1983,2.76
"478","Antigua and Barbuda"," Spirits",1982,1.9
"479","Antigua and Barbuda"," Spirits",1981,1.74
"480","Antigua and Barbuda"," Spirits",1980,0.17
"481","Antigua and Barbuda"," Other alcoholic beverages",1999,0
"482","Antigua and Barbuda"," Other alcoholic beverages",1998,0
"483","Antigua and Barbuda"," Other alcoholic beverages",1997,0
"484","Antigua and Barbuda"," Other alcoholic beverages",1996,0
"485","Antigua and Barbuda"," Other alcoholic beverages",1995,0
"486","Antigua and Barbuda"," Other alcoholic beverages",1994,0
"487","Antigua and Barbuda"," Other alcoholic beverages",1993,0
"488","Antigua and Barbuda"," Other alcoholic beverages",1992,0
"489","Antigua and Barbuda"," Other alcoholic beverages",1991,0
"490","Antigua and Barbuda"," Other alcoholic beverages",1990,0
"491","Antigua and Barbuda"," Other alcoholic beverages",1989,0
"492","Antigua and Barbuda"," Other alcoholic beverages",1988,0
"493","Antigua and Barbuda"," Other alcoholic beverages",1987,0
"494","Antigua and Barbuda"," Other alcoholic beverages",1986,0
"495","Antigua and Barbuda"," Other alcoholic beverages",1985,0
"496","Antigua and Barbuda"," Other alcoholic beverages",1984,0
"497","Antigua and Barbuda"," Other alcoholic beverages",1983,0
"498","Antigua and Barbuda"," Other alcoholic beverages",1982,0
"499","Antigua and Barbuda"," Other alcoholic beverages",1981,0
"500","Antigua and Barbuda"," Other alcoholic beverages",1980,0
"501","Argentina"," All types",1999,9.21
"502","Argentina"," All types",1998,9.21
"503","Argentina"," All types",1997,10.25
"504","Argentina"," All types",1996,9.93
"505","Argentina"," All types",1995,10.13
"506","Argentina"," All types",1994,10.94
"507","Argentina"," All types",1993,11.56
"508","Argentina"," All types",1992,12.09
"509","Argentina"," All types",1991,12.32
"510","Argentina"," All types",1990,11.66
"511","Argentina"," All types",1989,10.82
"512","Argentina"," All types",1988,11.49
"513","Argentina"," All types",1987,12.76
"514","Argentina"," All types",1986,12.89
"515","Argentina"," All types",1985,12.75
"516","Argentina"," All types",1984,13.84
"517","Argentina"," All types",1983,14.49
"518","Argentina"," All types",1982,14.57
"519","Argentina"," All types",1981,15.29
"520","Argentina"," All types",1980,16.6
"521","Argentina"," Beer",1999,2.32
"522","Argentina"," Beer",1998,2.44
"523","Argentina"," Beer",1997,2.58
"524","Argentina"," Beer",1996,2.38
"525","Argentina"," Beer",1995,2.29
"526","Argentina"," Beer",1994,2.43
"527","Argentina"," Beer",1993,2.26
"528","Argentina"," Beer",1992,2.18
"529","Argentina"," Beer",1991,1.79
"530","Argentina"," Beer",1990,1.38
"531","Argentina"," Beer",1989,1.21
"532","Argentina"," Beer",1988,1.06
"533","Argentina"," Beer",1987,1.21
"534","Argentina"," Beer",1986,1.14
"535","Argentina"," Beer",1985,0.85
"536","Argentina"," Beer",1984,0.86
"537","Argentina"," Beer",1983,0.69
"538","Argentina"," Beer",1982,0.5
"539","Argentina"," Beer",1981,0.47
"540","Argentina"," Beer",1980,0.54
"541","Argentina"," Wine",1999,5.76
"542","Argentina"," Wine",1998,5.87
"543","Argentina"," Wine",1997,6.37
"544","Argentina"," Wine",1996,6.4
"545","Argentina"," Wine",1995,6.76
"546","Argentina"," Wine",1994,7.13
"547","Argentina"," Wine",1993,7.92
"548","Argentina"," Wine",1992,8.61
"549","Argentina"," Wine",1991,9.31
"550","Argentina"," Wine",1990,9.42
"551","Argentina"," Wine",1989,9.32
"552","Argentina"," Wine",1988,9.71
"553","Argentina"," Wine",1987,10.1
"554","Argentina"," Wine",1986,10.3
"555","Argentina"," Wine",1985,10.45
"556","Argentina"," Wine",1984,11.53
"557","Argentina"," Wine",1983,12.35
"558","Argentina"," Wine",1982,12.77
"559","Argentina"," Wine",1981,12.94
"560","Argentina"," Wine",1980,13.18
"561","Argentina"," Spirits",1999,1.13
"562","Argentina"," Spirits",1998,0.9
"563","Argentina"," Spirits",1997,1.3
"564","Argentina"," Spirits",1996,1.15
"565","Argentina"," Spirits",1995,1.08
"566","Argentina"," Spirits",1994,1.38
"567","Argentina"," Spirits",1993,1.38
"568","Argentina"," Spirits",1992,1.3
"569","Argentina"," Spirits",1991,1.22
"570","Argentina"," Spirits",1990,0.86
"571","Argentina"," Spirits",1989,0.29
"572","Argentina"," Spirits",1988,0.72
"573","Argentina"," Spirits",1987,1.45
"574","Argentina"," Spirits",1986,1.45
"575","Argentina"," Spirits",1985,1.45
"576","Argentina"," Spirits",1984,1.45
"577","Argentina"," Spirits",1983,1.45
"578","Argentina"," Spirits",1982,1.3
"579","Argentina"," Spirits",1981,1.88
"580","Argentina"," Spirits",1980,2.88
"581","Argentina"," Other alcoholic beverages",1999,0
"582","Argentina"," Other alcoholic beverages",1998,0
"583","Argentina"," Other alcoholic beverages",1997,0
"584","Argentina"," Other alcoholic beverages",1996,0
"585","Argentina"," Other alcoholic beverages",1995,0
"586","Argentina"," Other alcoholic beverages",1994,0
"587","Argentina"," Other alcoholic beverages",1993,0
"588","Argentina"," Other alcoholic beverages",1992,0
"589","Argentina"," Other alcoholic beverages",1991,0
"590","Argentina"," Other alcoholic beverages",1990,0
"591","Argentina"," Other alcoholic beverages",1989,0
"592","Argentina"," Other alcoholic beverages",1988,0
"593","Argentina"," Other alcoholic beverages",1987,0
"594","Argentina"," Other alcoholic beverages",1986,0
"595","Argentina"," Other alcoholic beverages",1985,0
"596","Argentina"," Other alcoholic beverages",1984,0
"597","Argentina"," Other alcoholic beverages",1983,0
"598","Argentina"," Other alcoholic beverages",1982,0
"599","Argentina"," Other alcoholic beverages",1981,0
"600","Argentina"," Other alcoholic beverages",1980,0
"601","Armenia"," All types",1999,2.16
"602","Armenia"," All types",1998,1.9
"603","Armenia"," All types",1997,2.84
"604","Armenia"," All types",1996,2.92
"605","Armenia"," All types",1995,2.98
"606","Armenia"," All types",1994,4.34
"607","Armenia"," All types",1993,2.71
"608","Armenia"," All types",1992,2.52
"609","Armenia"," All types",1991,2.98
"610","Armenia"," All types",1990,3.18
"611","Armenia"," All types",1989,NA
"612","Armenia"," All types",1988,NA
"613","Armenia"," All types",1987,NA
"614","Armenia"," All types",1986,NA
"615","Armenia"," All types",1985,NA
"616","Armenia"," All types",1984,NA
"617","Armenia"," All types",1983,NA
"618","Armenia"," All types",1982,NA
"619","Armenia"," All types",1981,NA
"620","Armenia"," All types",1980,NA
"621","Armenia"," Beer",1999,0.18
"622","Armenia"," Beer",1998,0.3
"623","Armenia"," Beer",1997,0.14
"624","Armenia"," Beer",1996,0.07
"625","Armenia"," Beer",1995,0
"626","Armenia"," Beer",1994,0.05
"627","Armenia"," Beer",1993,0.01
"628","Armenia"," Beer",1992,0.01
"629","Armenia"," Beer",1991,0
"630","Armenia"," Beer",1990,0
"631","Armenia"," Beer",1989,NA
"632","Armenia"," Beer",1988,NA
"633","Armenia"," Beer",1987,NA
"634","Armenia"," Beer",1986,NA
"635","Armenia"," Beer",1985,NA
"636","Armenia"," Beer",1984,NA
"637","Armenia"," Beer",1983,NA
"638","Armenia"," Beer",1982,NA
"639","Armenia"," Beer",1981,NA
"640","Armenia"," Beer",1980,NA
"641","Armenia"," Wine",1999,0.31
"642","Armenia"," Wine",1998,0.17
"643","Armenia"," Wine",1997,0.24
"644","Armenia"," Wine",1996,0.43
